source bytecode,target bytecode,target opcode,target instruction count,source gas,target gas,gas saved,known optimal,translation validation
600b829055,81600b55,DUP2 PUSH 11 SSTORE,3,20009,20006,3,false,true
600b918290,600b8092,PUSH 11 DUP1 SWAP3,3,12,9,3,true,true
6012819055,80601255,DUP1 PUSH 18 SSTORE,3,20009,20006,3,false,true
34600080806103df84610735,3460008060006103df34610735,CALLVALUE PUSH 0 DUP1 PUSH 0 PUSH 991 CALLVALUE PUSH 1845,7,20,19,1,false,true
34633b9aca008110156102c4,3434633b9aca0011156102c4,CALLVALUE CALLVALUE PUSH 1000000000 GT ISZERO PUSH 708,6,17,16,1,false,true
6020919091,906020,SWAP1 PUSH 32,2,12,6,6,true,true
6020939093,926020,SWAP3 PUSH 32,2,12,6,6,true,true
5063ffffffff811660009081,5060008163ffffffff166000,POP PUSH 0 DUP2 PUSH 4294967295 AND PUSH 0,6,20,17,3,false,true
6000339050612f728161288c,33612f723361288c,CALLER PUSH 12146 CALLER PUSH 10380,4,19,10,9,true,true
600060006002600381116000,600060006002600083,PUSH 0 PUSH 0 PUSH 2 PUSH 0 DUP4,5,21,15,6,true,true
600060006003600381116000,6000806003600080,PUSH 0 DUP1 PUSH 3 PUSH 0 DUP1,5,21,15,6,false,true
600060011515600860008481,600060016008828481,PUSH 0 PUSH 1 PUSH 8 DUP3 DUP5 DUP2,6,24,18,6,false,true
600060011515610fad611ecd,60006001610fad611ecd,PUSH 0 PUSH 1 PUSH 4013 PUSH 7885,4,18,12,6,false,true
600060016004811115610b62,600060016001610b62,PUSH 0 PUSH 1 PUSH 1 PUSH 2914,4,21,12,9,false,true
600060026003811115610f88,600060026001610f88,PUSH 0 PUSH 2 PUSH 1 PUSH 3976,4,21,12,9,false,true
600060045403600481905550,,,0,5220,0,5220,true,true
600060046005811115610fb9,600060046001610fb9,PUSH 0 PUSH 4 PUSH 1 PUSH 4025,4,21,12,9,false,true
600060056000600260ff1681,60006005600060026000,PUSH 0 PUSH 5 PUSH 0 PUSH 2 PUSH 0,5,21,15,6,false,true
600060056006811115611539,600060056001611539,PUSH 0 PUSH 5 PUSH 1 PUSH 5433,4,21,12,9,false,true
6080909101,90608001,SWAP1 PUSH 128 ADD,3,12,9,3,true,true
600061010960005060008581,6000610109818583,PUSH 0 PUSH 265 DUP2 DUP6 DUP4,5,20,15,5,true,true
600061020180549050905090,6102015490,PUSH 513 SLOAD SWAP1,3,222,206,16,false,true
600080600080915060009050,600060006000,PUSH 0 PUSH 0 PUSH 0,3,25,9,16,true,true
600080600080915060019050,600060006001,PUSH 0 PUSH 0 PUSH 1,3,25,9,16,true,true
600081600281101515610c75,60008160028310610c75,PUSH 0 DUP2 PUSH 2 DUP4 LT PUSH 3189,6,24,18,6,false,true
600081600981905550919050,600060099291909255,PUSH 0 PUSH 9 SWAP3 SWAP2 SWAP1 SWAP3 SSTORE,7,20025,20018,7,false,true
600081600a81905550919050,6000600a9291909255,PUSH 0 PUSH 10 SWAP3 SWAP2 SWAP1 SWAP3 SSTORE,7,20025,20018,7,false,true
60008160ff16101515611f3c,6000611f3c,PUSH 0 PUSH 7996,2,24,6,18,true,true
6000818161468891906146f6,60006146888260006146f6,PUSH 0 PUSH 18056 DUP3 PUSH 0 PUSH 18166,5,21,15,6,true,true
600081905550612153612392,600055612153612392,PUSH 0 SSTORE PUSH 8531 PUSH 9106,4,20017,20009,8,false,true
6001600061159b9190611c8f,61159b60016000611c8f,PUSH 5531 PUSH 1 PUSH 0 PUSH 7311,4,18,12,6,false,true
600181905560018190555050,60015550,PUSH 1 SSTORE POP,3,10022,5005,5017,false,true
600260006115f59190611c8f,6115f560026000611c8f,PUSH 5621 PUSH 2 PUSH 0 PUSH 7311,4,18,12,6,false,true
6003600061164f9190611c8f,61164f60036000611c8f,PUSH 5711 PUSH 3 PUSH 0 PUSH 7311,4,18,12,6,false,true
600460006116a99190611c8f,6116a960046000611c8f,PUSH 5801 PUSH 4 PUSH 0 PUSH 7311,4,18,12,6,false,true
600560006117039190611c8f,61170360056000611c8f,PUSH 5891 PUSH 5 PUSH 0 PUSH 7311,4,18,12,6,false,true
6006600061175d9190611c8f,61175d60066000611c8f,PUSH 5981 PUSH 6 PUSH 0 PUSH 7311,4,18,12,6,false,true
600760006117b79190611c8f,6117b760076000611c8f,PUSH 6071 PUSH 7 PUSH 0 PUSH 7311,4,18,12,6,false,true
600860006118119190611c8f,61181160086000611c8f,PUSH 6161 PUSH 8 PUSH 0 PUSH 7311,4,18,12,6,false,true
6009600061186b9190611c8f,61186b60096000611c8f,PUSH 6251 PUSH 9 PUSH 0 PUSH 7311,4,18,12,6,false,true
600a60006118c59190611c8f,6118c5600a6000611c8f,PUSH 6341 PUSH 10 PUSH 0 PUSH 7311,4,18,12,6,false,true
600b600061191f9190611c8f,61191f600b6000611c8f,PUSH 6431 PUSH 11 PUSH 0 PUSH 7311,4,18,12,6,false,true
600c60006119799190611c8f,611979600c6000611c8f,PUSH 6521 PUSH 12 PUSH 0 PUSH 7311,4,18,12,6,false,true
600d60006129e19190613098,6129e1600d6000613098,PUSH 10721 PUSH 13 PUSH 0 PUSH 12440,4,18,12,6,false,true
600e6000611a2d9190611c8f,611a2d600e6000611c8f,PUSH 6701 PUSH 14 PUSH 0 PUSH 7311,4,18,12,6,false,true
600f6000611a879190611c8f,611a87600f6000611c8f,PUSH 6791 PUSH 15 PUSH 0 PUSH 7311,4,18,12,6,false,true
60106000611ae19190611c8f,611ae160106000611c8f,PUSH 6881 PUSH 16 PUSH 0 PUSH 7311,4,18,12,6,false,true
60116000611b3b9190611c8f,611b3b60116000611c8f,PUSH 6971 PUSH 17 PUSH 0 PUSH 7311,4,18,12,6,false,true
601260ff16600a0a60000281,600081,PUSH 0 DUP2,2,33,6,27,true,true
60136000611bef9190611c8f,611bef60136000611c8f,PUSH 7151 PUSH 19 PUSH 0 PUSH 7311,4,18,12,6,false,true
8051925050,519150,MLOAD SWAP2 POP,3,12,7,5,true,true
8083018290,81838201,DUP2 DUP4 DUP3 ADD,4,15,12,3,true,true
606060405190810160409081,6040516040606082016040,PUSH 64 MLOAD PUSH 64 PUSH 96 DUP3 ADD PUSH 64,7,26,20,6,false,true
60a060405190810160409081,604051604060a082016040,PUSH 64 MLOAD PUSH 64 PUSH 160 DUP3 ADD PUSH 64,7,26,20,6,false,true
610249604080518082019091,610249604051806040016040,PUSH 585 PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,7,26,20,6,false,true
61062d600435600060208190,61062d600435600060006020,PUSH 1581 PUSH 4 CALLDATALOAD PUSH 0 PUSH 0 PUSH 32,6,21,18,3,false,true
61036b604080518082019091,61036b604051806040016040,PUSH 875 PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,7,26,20,6,false,true
61059f600435600060208190,61059f600435600060006020,PUSH 1439 PUSH 4 CALLDATALOAD PUSH 0 PUSH 0 PUSH 32,6,21,18,3,false,true
61080e604080519081016040,61080e604051806040016040,PUSH 2062 PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,7,23,20,3,false,true
8084018390,82848201,DUP3 DUP5 DUP3 ADD,4,15,12,3,false,true
8084019350,92830192,SWAP3 DUP4 ADD SWAP3,4,14,12,2,false,true
61184590919063ffffffff16,9061184563ffffffff16,SWAP1 PUSH 6213 PUSH 4294967295 AND,4,18,12,6,false,true
611169604080519081016040,611169604051806040016040,PUSH 4457 PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,7,23,20,3,false,true
610dd190919063ffffffff16,90610dd163ffffffff16,SWAP1 PUSH 3537 PUSH 4294967295 AND,4,18,12,6,false,true
610e61604080519081016040,610e61604051806040016040,PUSH 3681 PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,7,23,20,3,false,true
8092915050,905090,SWAP1 POP SWAP1,3,13,8,5,true,true
61109890919063ffffffff16,9061109863ffffffff16,SWAP1 PUSH 4248 PUSH 4294967295 AND,4,18,12,6,false,true
6111e290919063ffffffff16,906111e263ffffffff16,SWAP1 PUSH 4578 PUSH 4294967295 AND,4,18,12,6,false,true
6112dc604080519081016040,6112dc604051806040016040,PUSH 4828 PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,7,23,20,3,false,true
6116b890919063ffffffff16,906116b863ffffffff16,SWAP1 PUSH 5816 PUSH 4294967295 AND,4,18,12,6,false,true
6116f790919063ffffffff16,906116f763ffffffff16,SWAP1 PUSH 5879 PUSH 4294967295 AND,4,18,12,6,false,true
61183090919063ffffffff16,9061183063ffffffff16,SWAP1 PUSH 6192 PUSH 4294967295 AND,4,18,12,6,false,true
611a1190919063ffffffff16,90611a1163ffffffff16,SWAP1 PUSH 6673 PUSH 4294967295 AND,4,18,12,6,false,true
611b4590919063ffffffff16,90611b4563ffffffff16,SWAP1 PUSH 6981 PUSH 4294967295 AND,4,18,12,6,false,true
611fdb604080519081016040,611fdb604051806040016040,PUSH 8155 PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,7,23,20,3,false,true
612ac590919063ffffffff16,90612ac563ffffffff16,SWAP1 PUSH 10949 PUSH 4294967295 AND,4,18,12,6,false,true
612d6e90919063ffffffff16,90612d6e63ffffffff16,SWAP1 PUSH 11630 PUSH 4294967295 AND,4,18,12,6,false,true
612dc090919063ffffffff16,90612dc063ffffffff16,SWAP1 PUSH 11712 PUSH 4294967295 AND,4,18,12,6,false,true
61321890919063ffffffff16,9061321863ffffffff16,SWAP1 PUSH 12824 PUSH 4294967295 AND,4,18,12,6,false,true
61359190919063ffffffff16,9061359163ffffffff16,SWAP1 PUSH 13713 PUSH 4294967295 AND,4,18,12,6,false,true
61362e90919063ffffffff16,9061362e63ffffffff16,SWAP1 PUSH 13870 PUSH 4294967295 AND,4,18,12,6,false,true
613cfe90919063ffffffff16,90613cfe63ffffffff16,SWAP1 PUSH 15614 PUSH 4294967295 AND,4,18,12,6,false,true
613eec604080519081016040,613eec604051806040016040,PUSH 16108 PUSH 64 MLOAD DUP1 PUSH 64 ADD PUSH 64,7,23,20,3,false,true
8183018490,83838301,DUP4 DUP4 DUP4 ADD,4,15,12,3,false,true
61417a90919063ffffffff16,9061417a63ffffffff16,SWAP1 PUSH 16762 PUSH 4294967295 AND,4,18,12,6,false,true
61457490919063ffffffff16,9061457463ffffffff16,SWAP1 PUSH 17780 PUSH 4294967295 AND,4,18,12,6,false,true
614a6490919063ffffffff16,90614a6463ffffffff16,SWAP1 PUSH 19044 PUSH 4294967295 AND,4,18,12,6,false,true
614fa390919063ffffffff16,90614fa363ffffffff16,SWAP1 PUSH 20387 PUSH 4294967295 AND,4,18,12,6,false,true
61528890919063ffffffff16,9061528863ffffffff16,SWAP1 PUSH 21128 PUSH 4294967295 AND,4,18,12,6,false,true
6359d37bc042101515610787,426359d37bc011610787,TIMESTAMP PUSH 1507032000 GT PUSH 1927,4,17,11,6,true,true
63ffffffff80841660009081,63ffffffff60008185166000,PUSH 4294967295 PUSH 0 DUP2 DUP6 AND PUSH 0,6,21,18,3,false,true
9050600081101580156145d4,9050600160006145d4,SWAP1 POP PUSH 1 PUSH 0 PUSH 17876,5,26,14,12,false,true
50600061010960005060008381,506000610109818383,POP PUSH 0 PUSH 265 DUP2 DUP4 DUP4,6,22,17,5,false,true
600034905080600014801560b6,348015801560b6,CALLVALUE DUP1 ISZERO DUP1 ISZERO PUSH 182,6,28,17,11,false,true
600060011515610eb7336124fe,60006001610eb7336124fe,PUSH 0 PUSH 1 PUSH 3767 CALLER PUSH 9470,5,20,14,6,false,true
6000600c816109cc9190610edc,60006109cc600c82610edc,PUSH 0 PUSH 2508 PUSH 12 DUP3 PUSH 3804,5,21,15,6,false,true
600063ffffffff8316106130ca,60006130ca,PUSH 0 PUSH 12490,2,18,6,12,true,true
60008033905061125081610f9b,60003361125033610f9b,PUSH 0 CALLER PUSH 4688 CALLER PUSH 3995,5,22,13,9,false,true
60008060000160010154905090,60015490,PUSH 1 SLOAD SWAP1,3,226,206,20,false,true
60008060000160040154905090,60045490,PUSH 4 SLOAD SWAP1,3,226,206,20,false,true
60008060000160050154905090,60055490,PUSH 5 SLOAD SWAP1,3,226,206,20,false,true
60008060000160060154905090,60065490,PUSH 6 SLOAD SWAP1,3,226,206,20,false,true
60008060006001915060649050,600060016064,PUSH 0 PUSH 1 PUSH 100,3,25,9,16,true,true
60008060008060008060009250,600080806000600084,PUSH 0 DUP1 DUP1 PUSH 0 PUSH 0 DUP5,6,26,18,8,false,true
60008060008060008060009350,600060008160008380,PUSH 0 PUSH 0 DUP2 PUSH 0 DUP4 DUP1,6,26,18,8,true,true
60008060008351915060009050,6000815181,PUSH 0 DUP2 MLOAD DUP2,4,27,11,16,true,true
6000806008544210151561015b,600080426008541161015b,PUSH 0 DUP1 TIMESTAMP PUSH 8 SLOAD GT PUSH 347,7,223,217,6,false,true
60008160ff1610158015611001,60016000611001,PUSH 1 PUSH 0 PUSH 4097,3,27,9,18,true,true
60008161044c81101515610432,60008161044c8310610432,PUSH 0 DUP2 PUSH 1100 DUP4 LT PUSH 1074,6,24,18,6,false,true
6000829050610eb68383610acb,81610eb68383610acb,DUP2 PUSH 3766 DUP4 DUP4 PUSH 2763,5,23,15,8,true,true
60008360ff1610158015611b7a,60016000611b7a,PUSH 1 PUSH 0 PUSH 7034,3,27,9,18,true,true
60026000600181101515610642,600260006001610642,PUSH 2 PUSH 0 PUSH 1 PUSH 1602,4,24,12,12,false,true
60036000600e81101515612607,600360006001612607,PUSH 3 PUSH 0 PUSH 1 PUSH 9735,4,24,12,12,false,true
9050809150,91505080,SWAP2 POP POP DUP1,4,13,10,3,true,true
9050809250,92505081,SWAP3 POP POP DUP2,4,13,10,3,true,true
60056000600b81101515611776,600560006001611776,PUSH 5 PUSH 0 PUSH 1 PUSH 6006,4,24,12,12,false,true
9082018190,80918301,DUP1 SWAP2 DUP4 ADD,4,15,12,3,true,true
9092509050,91509150,SWAP2 POP SWAP2 POP,4,13,10,3,false,true
600e6000600781101515611694,600e60006001611694,PUSH 14 PUSH 0 PUSH 1 PUSH 5780,4,24,12,12,false,true
9190911682,90911682,SWAP1 SWAP2 AND DUP3,4,15,12,3,false,true
9190911690,82169150,DUP3 AND SWAP2 POP,4,15,11,4,false,true
601f6003600c8110151561468b,601f6003600161468b,PUSH 31 PUSH 3 PUSH 1 PUSH 18059,4,24,12,12,false,true
601f6008600c811015156151a1,601f600860016151a1,PUSH 31 PUSH 8 PUSH 1 PUSH 20897,4,24,12,12,false,true
601f600a600c81101515612c10,601f600a6001612c10,PUSH 31 PUSH 10 PUSH 1 PUSH 11280,4,24,12,12,false,true
60266000600581101515611ab4,602660006001611ab4,PUSH 38 PUSH 0 PUSH 1 PUSH 6836,4,24,12,12,false,true
602b6001600d81101515614d9e,602b60016001614d9e,PUSH 43 PUSH 1 PUSH 1 PUSH 19870,4,24,12,12,false,true
602b6002600d81101515614d6d,602b60026001614d6d,PUSH 43 PUSH 2 PUSH 1 PUSH 19821,4,24,12,12,false,true
61010060405190810160409081,604051604061010082016040,PUSH 64 MLOAD PUSH 64 PUSH 256 DUP3 ADD PUSH 64,7,26,20,6,false,true
61010460006125ce9190612743,6125ce6101046000612743,PUSH 9678 PUSH 260 PUSH 0 PUSH 10051,4,18,12,6,false,true
61024060405190810160409081,604051604061024082016040,PUSH 64 MLOAD PUSH 64 PUSH 576 DUP3 ADD PUSH 64,7,26,20,6,false,true
61044060405190810160409081,604051604061044082016040,PUSH 64 MLOAD PUSH 64 PUSH 1088 DUP3 ADD PUSH 64,7,26,20,6,false,true
14151561290a,1461290a,EQ PUSH 10506,2,12,6,6,true,true
